ProviderNumber,HospitalName,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Stateavg
251326,JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,PRENTISS,MS,39474.0,JEFFERSON DAVIS,6017924276.0,Critical Access Hospitals,Government - State,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,MS_PN-3B
40080,HARRIS HOSPITAL,NEWPORT,AR,72112.0,JACKSON,8705238911.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AR_PN-5C
170195,HEARTLAND SURGICAL SPEC HOSPITAL,LEAWOOD,KS,66211.0,JOHNSON,9137544505.0,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),KS_SCIP-INF-6
50588,SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,CA,91773.0,LOS ANGELES,9095996811.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,CA_AMI-4
110112,BERRIEN COUNTY HOSPITAL,NASHVILLE,GA,31639.0,BERRIEN,2295437100.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,GA_SCIP-CARD-2
170186,KANSAS HEART HOSPITAL,WICHITA,KS,67226.0,SEDGWICK,3166305000.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,gxfnm,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,KS_PN-3B
190106,OAKDALE COMMUNITY HOSPITAL,OAKDALE,LA,71463.0,ALLEN,3183353700.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),LA_SCIP-INF-6
10064F,MIAMI VA MEDICAL CENTER,MIAMI,KY,33125.0,MIAMI-DADE,3053244455.0,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),FL_SCIP-INF-6
151311,TIPTON HOSPITAL,TIPTON,IN,46072.0,TIPTON,7656758500.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,IN_SCIP-VTE-2
271313,PIONEER MEDICAL CENTER,BIG TIMBER,MT,59011.0,SWEET GRASS,4069324603.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),MT_SCIP-INF-6
100175,DESOTO MEMORIAL HOSPITAL,ARCADIA,FL,34265.0,DE SOTO,8634943535.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,FL_HF-2
110018,NEWTON MEDICAL CENTER,COVINGTON,GA,30014.0,NEWTON,7707867053.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,GA_SCIP-INF-2
110092,DODGE COUNTY HOSPITAL,EASTMAN,GA,31023.0,DODGE,4784484067.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,GA_AMI-8A
250128,TRI LAKES MEDICAL CENTER,BATESVILLE,MS,38606.0,PANOLA,6625635611.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MS_AMI-7A
230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,ANN ARBOR,MI,48109.0,WASHTENAW,7347641505.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,MI_PN-5C
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,DENISON,IA,51442.0,CRAWFORD,7122635021.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,IA_PN-4
100028,PARRISH MEDICAL CENTER,TITUSVILLE,FL,32796.0,BREVARD,3212686111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,FL_HF-2
110006,ST MARY'S HOSPITAL,ATHENS,GA,30606.0,CLARKE,7063893930.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),GA_PN-6
250126,NORTH OAK REGIONAL MEDICAL CENTER,SENATOBIA,MS,38668.0,TATE,6625623100.0,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,MS_SCIP-VTE-2
50641,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,90023.0,LOS ANGELES,3232685514.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,CA_AMI-4
260113,MISSOURI DELTA MEDICAL CENTER,SIKESTON,MO,63801.0,NEW MADRID,5734711600.0,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,MO_AMI-1
150037,HANCOCK REGIONAL HOSPITAL,GREENFIELD,IN,46140.0,HANCOCK,3174684412.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,IN_SCIP-INF-2
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,1701.0,MIDDLESEX,5083831000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,MA_PN-3B
161350,STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,51449.0,CALHOUN,7124643171.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,txdehspqlypyg,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,IA_HF-2
50599,UNIV OF CALIFORNIA DAVIS MED CENTER,SACRAMENTO,CA,95817.0,SACRAMENTO,9167343667.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,CA_AMI-5
51321,HEALDSBURG DISTRICT HOSPITAL,HEALDSBURG,CA,95448.0,SONOMA,7074316500.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,CA_PN-2
10114,MEDICAL WEST; AN AFFILIATE OF UAB HEALTH SYSTEM,BESSEMER,AL,35021.0,JEFFERSON,2054817000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1
240166,FAIRMONT MEDICAL CENTER,FAIRMONT,MN,56031.0,MARTIN,5072388100.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MN_AMI-8A
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA,CA,91801.0,LOS ANGELES,6265701606.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,CA_SCIP-INF-1
51318,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,95540.0,HUMBOLDT,7074458121.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,CA_SCIP-VTE-2
230093,MECOSTA COUNTY MEDICAL CENTER,BIG RAPIDS,MI,49307.0,MECOSTA,2317968691.0,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,MI_AMI-4
250042,NW MISSISSIPPI REGIONAL MED CENTER,CLARKSDALE,MS,38614.0,COAHOMA,6626273211.0,Acute Care Hospitals,Proprietary,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,MS_CAC-3
220001,HEALTHALLIANCE HOSPITALS; INC,LEOMINSTER,MA,1453.0,WORCESTER,9784662000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,MA_AMI-4
100181,LARKIN COMMUNITY HOSPITAL,MIAMI,FL,33143.0,MIAMI-DADE,3052847500.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,FL_AMI-1
141342,UNION COUNTY HOSPITAL,ANNA,IL,62906.0,UNION,6188334511.0,Critical Access Hospitals,Proprietary,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,IL_PN-4
110024,CANDLER HOSPITAL,SAVANNAH,GA,31412.0,CHATHAM,9128196000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,GA_PN-2
110186,DOCTORS HOSPITAL,COLUMBUS,GA,31901.0,MUSCOGEE,7064944262.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,GA_AMI-8A
190146,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER; INC,METAIRIE,LA,70006.0,JEFFERSON,5044544000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,LA_PN-2
281300,HARLAN COUNTY HEALTH SYSTEM,ALMA,NE,68920.0,HARLAN,3089282151.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,NE_PN-3B
100055,HELEN ELLIS MEMORIAL HOSPITAL,TARPON SPRINGS,FL,34689.0,PINELLAS,7279425000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,FL_HF-4
140166,ST MARYS HOSPITAL,DECATUR,IL,62521.0,MACON,2174647000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,IL_PN-3B
241333,ST JAMES MEDICAL CENTER - MAYO HEALTH SYSTEM,ST JAMES,MN,56081.0,WATONWAN,5073753261.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MN_AMI-8A
110161,NORTHSIDE HOSPITAL,ATLANTA,GA,30342.0,FULTON,4048518000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,GA_AMI-1
60009,EXEMPLA LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,80033.0,JEFFERSON,3034254500.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),CO_SCIP-INF-3
250123,GARDEN PARK MEDICAL CENTER,GULFPORT,MS,39501.0,HARRISON,6018644210.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,MS_AMI-5
60004,PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO,80601.0,ADAMS,3036371001.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,CO_SCIP-INF-1
220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,2138.0,MIDDLESEX,6176652300.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,MA_SCIP-VTE-1
40010,MERCY MEDICAL CENTER,HEMET,AR,72758.0,BENTON,4793388000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AR_HF-2
250123,GARDEN PARK MEDICAL CENTER,GULFPORT,MS,39501.0,HARRISON,6018644210.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,MS_HF-1
161319,CENTRAL COMMUNITY HOSPITAL,ELKADER,IA,52043.0,CLAYTON,5632457000.0,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,IA_HF-2
190102,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER; INC,LAFAYETTE,LA,70506.0,LAFAYETTE,3372892000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,LA_AMI-4
240063,ST JOSEPH'S HOSPITAL,SAINT PAUL,MN,55102.0,RAMSEY,6512323000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MN_AMI-7A
30094,ARROWHEAD HOSPITAL,GLENDALE,AZ,85308.0,MARICOPA,6235611000.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AZ_AMI-1
110079,GRADY MEMORIAL HOSPITAL,ATLANTA,GA,30303.0,FULTON,4045894252.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,GA_SCIP-INF-1
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,36617.0,MOBILE,2514717110.0,Acute Care Hospitals,Government - State,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3
260142,FITZGIBBON MEMORIAL HOSPITAL,MARSHALL,MO,65340.0,SALINE,6608867431.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,MO_SCIP-INF-2
50131,NOVATO COMMUNITY HOSPITAL,NOVATO,CA,94945.0,MARIN,3052639270.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,CA_SCIP-INF-4
141318,OSF HOLY FAMILY MEDICAL CENTER,MONMOUTH,IL,61462.0,WARREN,3097343141.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),IL_SCIP-INF-3
180093,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY,MADISONVILLE,KY,42431.0,HOPKINS,2708255100.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),KY_SCIP-INF-6
140202,ADVOCATE CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,60048.0,LAKE,8479905200.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,IL_SCIP-INF-4
140186,RIVERSIDE MEDICAL CENTER,KANKAKEE,IL,60901.0,KANKAKEE,8159331671.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),IL_HF-3
31313,CARONDELET HOLY CROSS HOSPITAL,NOGALES,AZ,85621.0,SANTA CRUZ,5202853000.0,Critical Access Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AZ_SCIP-CARD-2
30016,CASA GRANDE REGIONAL MEDICAL CENTER,CASA GRANDE,AZ,85222.0,PINAL,5203816453.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AZ_SCIP-CARD-2
50373,LAC+USC MEDICAL CENTER,LOS ANGELES,CA,90033.0,ORANGE,3232262800.0,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),CA_PN-6
260116,MINERAL AREA REGIONAL MEDICAL CENTER,FARMINGTON,MO,63640.0,SAINT FRANCOIS,5737564581.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,MO_SCIP-INF-2
150090,ST MARGARET MERCY HEALTHCARE CENTERS,DYER,IN,46311.0,LAKE,2198652141.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),IN_SCIP-INF-3
171383,WILLIAM NEWTON HOSPITAL,WINFIELD,KS,67156.0,COWLEY,yesmjcbbkrkv,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,KS_SCIP-INF-2
241376,GLACIAL RIDGE HOSPITAL,GLENWOOD,MN,67410.0,POPE,3206342208.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,MN_AMI-5
150129,WESTVIEW HOSPITAL,INDIANAPOLIS,IN,dfkeeit,MARION,3179207288.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,LA_CAC-3
50438,HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,91109.0,LOS ANGELES,6263975000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Beta Blocker at Discharge,CA_AMI-5
61312,ESTES PARK MEDICAL CENTER,NORTH LITTLE ROCK,CO,80517.0,LARIMER,9705862317.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,CO_SCIP-VTE-2
160064,MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,50401.0,CERRO GORDO,6414227000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,IA_SCIP-VTE-1
140012,KATHERINE SHAW BETHEA HOSPITAL,DIXON,IL,61021.0,LEE,8152885531.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,IL_AMI-5
220074,SOUTHCOAST HOSPITAL GROUP; INC,FALL RIVER,MA,2720.0,PLYMOUTH,5086793131.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,MA_AMI-1
141301,JOHN & MARY KIRBY HOSPITAL,MONTICELLO,IL,61856.0,PIATT,2177622115.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),IL_SCIP-INF-6
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,47546.0,DUBOIS,8124822345.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,IN_HF-1
100209,KENDALL MEDICAL CENTER,MIAMI,FL,33175.0,MIAMI-DADE,3052233000.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,FL_AMI-1
141351,CLAY COUNTY HOSPITAL,FLORA,IL,62839.0,CLAY,6186622131.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,IL_SCIP-INF-1
241342,ORTONVILLE AREA HEALTH SERVICES,ORTONVILLE,MN,56278.0,BIG STONE,3208392502.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,MN_SCIP-INF-4
230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,WARREN,MI,48093.0,MACOMB,5865735000.0,Acute Care Hospitals,Voluntary non-profit - Other,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MI_AMI-7A
231318,NORTHSTAR HEALTH SYSTEM,IRON RIVER,MI,49935.0,IRON,9062656121.0,Critical Access Hospitals,Voluntary non-profit - Other,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,MI_AMI-1
61309,WRAY COMMUNITY DISTRICT HOSPITAL,WRAY,HI,80758.0,YUMA,9703324811.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,CO_AMI-8A
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,90732.0,LOS ANGELES,3108323311.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,CA_HF-2
50028,MAD RIVER COMMUNITY HOSPITAL,ARCATA,CA,95521.0,HUMBOLDT,7078223621.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,CA_HF-1
40132,LEO N LEVI NATIONAL ARTHRITIS HOSPITAL,HOT SPRINGS,AR,71901.0,GARLAND,5016241281.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AR_SCIP-INF-1
18006F,LOUISVILLE VA MEDICAL CENTER,LOUISVILLE,KY,40206.0,JEFFERSON,5022874000.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,KY_AMI-4
250122,NATCHEZ COMMUNITY HOSPITAL/SWING BED,NATCHEZ,MS,39120.0,ADAMS,6014456205.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,MS_PN-3B
61317,GRAND RIVER MEDICAL CENTER,RIFLE,CO,81650.0,GARFIELD,9706251510.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),CO_SCIP-INF-3
31304,PAGE HOSPITAL,PAGE,AZ,86040.0,COCONINO,6286452424.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AZ_AMI-5
190218,SABINE MEDICAL CENTER,MANY,LA,71449.0,SABINE,3182561232.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,LA_SCIP-INF-1
150002,METHODIST HOSPITALS; INC,GARY,IN,46402.0,LAKE,2198864601.0,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,IN_PN-3B
190090,WINN PARISH MEDICAL CENTER,WINNFIELD,LA,71483.0,WINN,3186483007.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,LA_AMI-8A
260078,OZARKS MEDICAL CENTER,WEST PLAINS,MO,65775.0,HOWELL,4172569111.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MO_AMI-8A
171331,KIOWA DISTRICT HOSPITAL,KIOWA,KS,67070.0,BARBER,6208254131.0,Critical Access Hospitals,Government - Hospital District or Authority,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),KS_HF-3
110189,FANNIN REGIONAL HOSPITAL,BLUE RIDGE,GA,30513.0,FANNIN,7066323711.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),GA_AMI-3
171366,HARPER HOSPITAL DISTRICT NO 5,HARPER,KS,67058.0,HARPER,6208967324.0,Critical Access Hospitals,Government - Hospital District or Authority,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,KS_PN-7
171370,GOODLAND REGIONAL MEDICAL CENTER,GOODLAND,KS,67735.0,SHERMAN,7858903625.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),KS_SCIP-INF-3
50290,SAINT JOHN'S HEALTH CENTER,SANTA MONICA,CA,90404.0,LOS ANGELES,3108295511.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),CA_AMI-3
