City,ZipCode,State,PhoneNumber,MeasureCode,MeasureName,Stateavg,ProviderNumber,HospitalName,Condition
ANDALUSIA,36420,AL,3342228466,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10036,ANDALUSIA REGIONAL HOSPITAL,Surgical Infection Prevention
ANDALUSIA,36420,AL,3342228466,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10036,ANDALUSIA REGIONAL HOSPITAL,Surgical Infection Prevention
ANDALUSIA,36420,AL,3342228466,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10036,ANDALUSIA REGIONAL HOSPITAL,Surgical Infection Prevention
ANDALUSIA,36420,AL,3342228466,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10036,ANDALUSIA REGIONAL HOSPITAL,Surgical Infection Prevention
ANDALUSIA,36420,AL,3342228466,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10036,ANDALUSIA REGIONAL HOSPITAL,Surgical Infection Prevention
ANDALUSIA,36420,AL,3342228466,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10036,ANDALUSIA REGIONAL HOSPITAL,Surgical Infection Prevention
ANDALUSIA,36420,AL,3342228466,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10036,ANDALUSIA REGIONAL HOSPITAL,Surgical Infection Prevention
ANNISTON,36201,AL,2562358900,CAC-1,Children Who Received Reliever Medication While Hospitalized for Asthma,AL_CAC-1,10038,STRINGFELLOW MEMORIAL HOSPITAL,Children&#8217;s Asthma Care
ANNISTON,36201,AL,2562358900,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10038,STRINGFELLOW MEMORIAL HOSPITAL,Surgical Infection Prevention
ANNISTON,36201,AL,2562358900,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10038,STRINGFELLOW MEMORIAL HOSPITAL,Surgical Infection Prevention
ANNISTON,36201,AL,2562358900,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10038,STRINGFELLOW MEMORIAL HOSPITAL,Surgical Infection Prevention
ANNISTON,36201,AL,2562358900,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10038,STRINGFELLOW MEMORIAL HOSPITAL,Surgical Infection Prevention
ANNISTON,36201,AL,2562358900,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10038,STRINGFELLOW MEMORIAL HOSPITAL,Surgical Infection Prevention
ANNISTON,36201,AL,2562358900,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10038,STRINGFELLOW MEMORIAL HOSPITAL,Surgical Infection Prevention
ANNISTON,36201,AL,2562358900,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10038,STRINGFELLOW MEMORIAL HOSPITAL,Surgical Infection Prevention
HUNTSVILLE,35801,AL,2562651000,CAC-1,Children Who Received Reliever Medication While Hospitalized for Asthma,AL_CAC-1,10039,HUNTSVILLE HOSPITAL,Children&#8217;s Asthma Care
HUNTSVILLE,35801,AL,2562651000,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,AL_CAC-2,10039,HUNTSVILLE HOSPITAL,Children&#8217;s Asthma Care
HUNTSVILLE,35801,AL,2562651000,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,AL_CAC-3,10039,HUNTSVILLE HOSPITAL,Children&#8217;s Asthma Care
HUNTSVILLE,35801,AL,2562651000,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10039,HUNTSVILLE HOSPITAL,Heart Attack
HUNTSVILLE,35801,AL,2562651000,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10039,HUNTSVILLE HOSPITAL,Heart Attack
HUNTSVILLE,35801,AL,2562651000,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10039,HUNTSVILLE HOSPITAL,Heart Attack
HUNTSVILLE,35801,AL,2562651000,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10039,HUNTSVILLE HOSPITAL,Heart Attack
HUNTSVILLE,35801,AL,2562651000,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10039,HUNTSVILLE HOSPITAL,Heart Attack
HUNTSVILLE,35801,AL,2562651000,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10039,HUNTSVILLE HOSPITAL,Heart Attack
HUNTSVILLE,35801,AL,2562651000,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10039,HUNTSVILLE HOSPITAL,Heart Attack
HUNTSVILLE,35801,AL,2562651000,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10039,HUNTSVILLE HOSPITAL,Heart Failure
HUNTSVILLE,35801,AL,2562651000,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10039,HUNTSVILLE HOSPITAL,Heart Failure
HUNTSVILLE,35801,AL,2562651000,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10039,HUNTSVILLE HOSPITAL,Heart Failure
HUNTSVILLE,35801,AL,2562651000,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10039,HUNTSVILLE HOSPITAL,Heart Failure
HUNTSVILLE,35801,AL,2562651000,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10039,HUNTSVILLE HOSPITAL,Pneumonia
HUNTSVILLE,35801,AL,2562651000,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10039,HUNTSVILLE HOSPITAL,Pneumonia
HUNTSVILLE,35801,AL,2562651000,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10039,HUNTSVILLE HOSPITAL,Pneumonia
HUNTSVILLE,35801,AL,2562651000,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10039,HUNTSVILLE HOSPITAL,Pneumonia
HUNTSVILLE,35801,AL,2562651000,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10039,HUNTSVILLE HOSPITAL,Pneumonia
HUNTSVILLE,35801,AL,2562651000,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10039,HUNTSVILLE HOSPITAL,Pneumonia
HUNTSVILLE,35801,AL,2562651000,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10039,HUNTSVILLE HOSPITAL,Surgical Infection Prevention
HUNTSVILLE,35801,AL,2562651000,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10039,HUNTSVILLE HOSPITAL,Surgical Infection Prevention
HUNTSVILLE,35801,AL,2562651000,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10039,HUNTSVILLE HOSPITAL,Surgical Infection Prevention
HUNTSVILLE,35801,AL,2562651000,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10039,HUNTSVILLE HOSPITAL,Surgical Infection Prevention
HUNTSVILLE,35801,AL,2562651000,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10039,HUNTSVILLE HOSPITAL,Surgical Infection Prevention
HUNTSVILLE,35801,AL,2562651000,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10039,HUNTSVILLE HOSPITAL,Surgical Infection Prevention
HUNTSVILLE,35801,AL,2562651000,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10039,HUNTSVILLE HOSPITAL,Surgical Infection Prevention
HUNTSVILLE,35801,AL,2562651000,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10039,HUNTSVILLE HOSPITAL,Surgical Infection Prevention
GADSDEN,35903,AL,2564944000,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Attack
GADSDEN,35903,AL,2564944000,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Attack
GADSDEN,35903,AL,2564944000,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Attack
GADSDEN,35903,AL,2564944000,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Attack
GADSDEN,35903,AL,2564944000,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Attack
GADSDEN,35903,AL,2564944000,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Attack
GADSDEN,35903,AL,2564944000,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Attack
GADSDEN,35903,AL,2564944000,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Failure
GADSDEN,35903,AL,2564944000,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Failure
GADSDEN,35903,AL,2564944000,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Failure
GADSDEN,35903,AL,2564944000,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10040,GADSDEN REGIONAL MEDICAL CENTER,Heart Failure
GADSDEN,35903,AL,2564944000,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10040,GADSDEN REGIONAL MEDICAL CENTER,Pneumonia
GADSDEN,35903,AL,2564944000,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10040,GADSDEN REGIONAL MEDICAL CENTER,Pneumonia
GADSDEN,35903,AL,2564944000,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10040,GADSDEN REGIONAL MEDICAL CENTER,Pneumonia
GADSDEN,35903,AL,2564944000,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10040,GADSDEN REGIONAL MEDICAL CENTER,Pneumonia
GADSDEN,35903,AL,2564944000,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10040,GADSDEN REGIONAL MEDICAL CENTER,Pneumonia
GADSDEN,35903,AL,2564944000,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10040,GADSDEN REGIONAL MEDICAL CENTER,Pneumonia
GADSDEN,35903,AL,2564944000,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10040,GADSDEN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
GADSDEN,35903,AL,2564944000,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10040,GADSDEN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
GADSDEN,35903,AL,2564944000,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10040,GADSDEN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
GADSDEN,35903,AL,2564944000,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10040,GADSDEN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
GADSDEN,35903,AL,2564944000,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10040,GADSDEN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
GADSDEN,35903,AL,2564944000,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10040,GADSDEN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
GADSDEN,35903,AL,2564944000,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10040,GADSDEN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
GADSDEN,35903,AL,2564944000,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10040,GADSDEN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
CLANTON,35045,AL,2057552500,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10043,CHILTON MEDICAL CENTER,Heart Attack
CLANTON,35045,AL,2057552500,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10043,CHILTON MEDICAL CENTER,Heart Attack
CLANTON,35045,AL,2057552500,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10043,CHILTON MEDICAL CENTER,Heart Attack
CLANTON,35045,AL,2057552500,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10043,CHILTON MEDICAL CENTER,Heart Attack
CLANTON,35045,AL,2057552500,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10043,CHILTON MEDICAL CENTER,Heart Attack
CLANTON,35045,AL,2057552500,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10043,CHILTON MEDICAL CENTER,Heart Attack
CLANTON,35045,AL,2057552500,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10043,CHILTON MEDICAL CENTER,Heart Attack
CLANTON,35045,AL,2057552500,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10043,CHILTON MEDICAL CENTER,Heart Failure
CLANTON,35045,AL,2057552500,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10043,CHILTON MEDICAL CENTER,Heart Failure
CLANTON,35045,AL,2057552500,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10043,CHILTON MEDICAL CENTER,Heart Failure
CLANTON,35045,AL,2057552500,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10043,CHILTON MEDICAL CENTER,Heart Failure
CLANTON,35045,AL,2057552500,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10043,CHILTON MEDICAL CENTER,Pneumonia
CLANTON,35045,AL,2057552500,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10043,CHILTON MEDICAL CENTER,Pneumonia
CLANTON,35045,AL,2057552500,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10043,CHILTON MEDICAL CENTER,Pneumonia
CLANTON,35045,AL,2057552500,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10043,CHILTON MEDICAL CENTER,Pneumonia
CLANTON,35045,AL,2057552500,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10043,CHILTON MEDICAL CENTER,Pneumonia
CLANTON,35045,AL,2057552500,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10043,CHILTON MEDICAL CENTER,Pneumonia
CLANTON,35045,AL,2057552500,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10043,CHILTON MEDICAL CENTER,Surgical Infection Prevention
CLANTON,35045,AL,2057552500,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10043,CHILTON MEDICAL CENTER,Surgical Infection Prevention
CLANTON,35045,AL,2057552500,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10043,CHILTON MEDICAL CENTER,Surgical Infection Prevention
CLANTON,35045,AL,2057552500,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10043,CHILTON MEDICAL CENTER,Surgical Infection Prevention
CLANTON,35045,AL,2057552500,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10043,CHILTON MEDICAL CENTER,Surgical Infection Prevention
CLANTON,35045,AL,2057552500,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10043,CHILTON MEDICAL CENTER,Surgical Infection Prevention
CLANTON,35045,AL,2057552500,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10043,CHILTON MEDICAL CENTER,Surgical Infection Prevention
CLANTON,35045,AL,2057552500,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10043,CHILTON MEDICAL CENTER,Surgical Infection Prevention
HAMILTON,35570,AL,2059216200,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10044,MARION REGIONAL MEDICAL CENTER,Heart Attack
HAMILTON,35570,AL,2059216200,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10044,MARION REGIONAL MEDICAL CENTER,Heart Attack
HAMILTON,35570,AL,2059216200,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10044,MARION REGIONAL MEDICAL CENTER,Heart Attack
HAMILTON,35570,AL,2059216200,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10044,MARION REGIONAL MEDICAL CENTER,Heart Attack
HAMILTON,35570,AL,2059216200,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10044,MARION REGIONAL MEDICAL CENTER,Heart Attack
HAMILTON,35570,AL,2059216200,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10044,MARION REGIONAL MEDICAL CENTER,Heart Attack
HAMILTON,35570,AL,2059216200,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10044,MARION REGIONAL MEDICAL CENTER,Heart Attack
HAMILTON,35570,AL,2059216200,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10044,MARION REGIONAL MEDICAL CENTER,Heart Failure
HAMILTON,35570,AL,2059216200,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10044,MARION REGIONAL MEDICAL CENTER,Heart Failure
HAMILTON,35570,AL,2059216200,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10044,MARION REGIONAL MEDICAL CENTER,Heart Failure
HAMILTON,35570,AL,2059216200,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10044,MARION REGIONAL MEDICAL CENTER,Heart Failure
HAMILTON,35570,AL,2059216200,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10044,MARION REGIONAL MEDICAL CENTER,Pneumonia
HAMILTON,35570,AL,2059216200,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10044,MARION REGIONAL MEDICAL CENTER,Pneumonia
HAMILTON,35570,AL,2059216200,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10044,MARION REGIONAL MEDICAL CENTER,Pneumonia
HAMILTON,35570,AL,2059216200,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10044,MARION REGIONAL MEDICAL CENTER,Pneumonia
HAMILTON,35570,AL,2059216200,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10044,MARION REGIONAL MEDICAL CENTER,Pneumonia
HAMILTON,35570,AL,2059216200,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10044,MARION REGIONAL MEDICAL CENTER,Pneumonia
HAMILTON,35570,AL,2059216200,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10044,MARION REGIONAL MEDICAL CENTER,Surgical Infection Prevention
HAMILTON,35570,AL,2059216200,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10044,MARION REGIONAL MEDICAL CENTER,Surgical Infection Prevention
HAMILTON,35570,AL,2059216200,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10044,MARION REGIONAL MEDICAL CENTER,Surgical Infection Prevention
HAMILTON,35570,AL,2059216200,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10044,MARION REGIONAL MEDICAL CENTER,Surgical Infection Prevention
HAMILTON,35570,AL,2059216200,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10044,MARION REGIONAL MEDICAL CENTER,Surgical Infection Prevention
HAMILTON,35570,AL,2059216200,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10044,MARION REGIONAL MEDICAL CENTER,Surgical Infection Prevention
HAMILTON,35570,AL,2059216200,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10044,MARION REGIONAL MEDICAL CENTER,Surgical Infection Prevention
HAMILTON,35570,AL,2059216200,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10044,MARION REGIONAL MEDICAL CENTER,Surgical Infection Prevention
FAYETTE,35555,AL,2059325966,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10045,FAYETTE MEDICAL CENTER,Heart Attack
FAYETTE,35555,AL,2059325966,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10045,FAYETTE MEDICAL CENTER,Heart Attack
FAYETTE,35555,AL,2059325966,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10045,FAYETTE MEDICAL CENTER,Heart Attack
FAYETTE,35555,AL,2059325966,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10045,FAYETTE MEDICAL CENTER,Heart Attack
FAYETTE,35555,AL,2059325966,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10045,FAYETTE MEDICAL CENTER,Heart Attack
FAYETTE,35555,AL,2059325966,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10045,FAYETTE MEDICAL CENTER,Heart Attack
FAYETTE,35555,AL,2059325966,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10045,FAYETTE MEDICAL CENTER,Heart Attack
FAYETTE,35555,AL,2059325966,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10045,FAYETTE MEDICAL CENTER,Heart Failure
FAYETTE,35555,AL,2059325966,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10045,FAYETTE MEDICAL CENTER,Heart Failure
FAYETTE,35555,AL,2059325966,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10045,FAYETTE MEDICAL CENTER,Heart Failure
FAYETTE,35555,AL,2059325966,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10045,FAYETTE MEDICAL CENTER,Heart Failure
FAYETTE,35555,AL,2059325966,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10045,FAYETTE MEDICAL CENTER,Pneumonia
TEMPLE,76504,TX,2547784811,AMI-7A,Heart Attack Patients Given Aspirin at Arrival,TX_AMI-7A,45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS H,Heart Attack
FAYETTE,35555,AL,2059325966,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10045,FAYETTE MEDICAL CENTER,Pneumonia
FAYETTE,35555,AL,2059325966,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10045,FAYETTE MEDICAL CENTER,Pneumonia
FAYETTE,35555,AL,2059325966,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10045,FAYETTE MEDICAL CENTER,Pneumonia
FAYETTE,35555,AL,2059325966,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10045,FAYETTE MEDICAL CENTER,Pneumonia
